interaction_id,profile_id,event_id,action,dwell_time_seconds,interest_overlap_count,goal_overlap_count
40409,51,83,view_detail,90,0,1
40410,931,77,skip,5,0,0
40411,905,350,save,25,0,1
40412,645,123,view_detail,8,0,0
40413,10,493,view_detail,10,0,0
40414,173,256,skip,3,1,0
40415,998,129,view_detail,56,1,1
40416,871,318,view_detail,69,2,1
40417,233,7,save,52,0,2
40418,40,454,save,61,1,1
40419,767,464,view_detail,90,0,0
40420,427,121,skip,1,0,0
40421,14,262,like,62,0,1
40422,701,404,skip,5,0,0
40423,90,260,view_detail,28,1,1
40424,433,147,like,22,0,0
40425,458,209,skip,3,0,0
40426,584,250,skip,1,1,0
40427,62,364,skip,4,0,1
40428,716,458,skip,2,0,1
40429,153,196,skip,1,0,0
40430,191,232,like,59,1,0
40431,894,319,skip,2,1,1
40432,815,90,skip,2,0,1
40433,309,204,skip,2,1,3
40434,448,207,like,6,0,1
40435,638,113,skip,2,0,1
40436,234,429,skip,4,0,1
40437,71,261,like,17,1,1
40438,362,179,like,41,0,0
40439,597,220,skip,5,0,1
40440,724,258,skip,2,0,1
40441,90,40,view_detail,39,0,0
40442,600,312,skip,2,0,1
40443,722,480,skip,2,0,1
40444,793,89,view_detail,55,1,0
40445,317,190,apply,55,1,1
40446,310,154,skip,3,0,1
40447,325,252,skip,1,0,0
40448,91,322,skip,2,0,0
40449,330,186,skip,4,1,3
40450,498,478,view_detail,25,2,0
40451,24,332,skip,5,1,1
40452,191,80,skip,4,0,0
40453,458,169,skip,4,0,1
40454,873,315,view_detail,30,2,2
40455,966,47,apply,87,0,1
40456,428,427,skip,2,0,0
40457,475,144,skip,1,0,0
40458,139,172,view_detail,14,0,1
40459,356,133,apply,77,1,0
40460,797,438,view_detail,12,0,2
40461,707,372,view_detail,69,1,2
40462,971,190,save,68,1,0
40463,117,307,view_detail,68,0,1
40464,356,69,skip,4,0,0
40465,674,19,skip,1,1,0
40466,392,257,like,70,0,1
40467,277,301,skip,1,0,0
40468,285,91,skip,4,0,1
40469,447,434,apply,12,1,0
40470,658,102,skip,5,0,0
40471,862,308,view_detail,64,0,2
40472,205,82,view_detail,48,1,1
40473,774,234,view_detail,90,1,0
40474,398,262,view_detail,20,0,1
40475,288,398,skip,4,1,1
40476,626,470,like,90,0,1
40477,881,499,skip,3,1,1
40478,710,309,view_detail,63,2,1
40479,492,376,view_detail,10,1,0
40480,146,106,skip,1,0,0
40481,20,383,skip,3,0,1
40482,261,472,like,84,1,1
40483,8,434,apply,12,1,0
40484,743,317,like,76,0,0
40485,689,432,skip,1,0,0
40486,637,424,skip,2,0,0
40487,768,420,skip,4,1,0
40488,626,18,skip,5,1,1
40489,153,496,apply,64,0,1
40490,754,114,skip,3,0,0
40491,49,262,skip,1,0,1
40492,476,491,skip,1,1,1
40493,63,83,skip,5,1,0
40494,720,326,skip,5,0,1
40495,690,211,skip,1,0,0
40496,301,272,skip,4,0,0
40497,837,21,skip,2,0,1
40498,667,22,view_detail,34,0,1
40499,597,159,skip,5,0,0
40500,334,305,skip,1,0,0
40501,302,159,view_detail,69,0,0
40502,900,270,skip,2,0,0
40503,105,313,save,69,1,1
40504,314,480,skip,1,0,1
40505,206,168,save,12,0,0
40506,781,361,skip,3,0,1
40507,189,102,skip,5,0,1
40508,271,270,skip,2,1,1
40509,876,69,view_detail,77,0,0
40510,145,494,view_detail,51,1,1
40511,334,253,skip,5,0,0
40512,771,199,save,59,0,0
40513,938,158,view_detail,9,0,0
40514,803,99,skip,1,0,1
40515,737,485,save,78,1,0
40516,499,445,view_detail,74,0,0
40517,252,156,skip,1,1,0
40518,381,249,skip,4,0,0
40519,156,171,view_detail,79,1,0
40520,569,209,view_detail,67,2,3
40521,546,454,skip,2,0,0
40522,60,305,apply,68,2,0
40523,1000,433,like,57,1,0
40524,550,455,skip,1,0,1
40525,10,48,view_detail,34,0,1
40526,972,175,skip,5,0,0
40527,483,370,like,42,0,3
40528,649,108,like,87,1,1
40529,93,151,skip,1,0,0
40530,840,394,apply,65,0,1
40531,268,446,view_detail,28,1,0
40532,573,479,view_detail,47,0,0
40533,947,281,skip,3,2,2
40534,206,8,view_detail,8,0,1
40535,312,347,skip,5,0,0
40536,772,44,skip,4,1,0
40537,958,459,save,40,0,0
40538,558,61,skip,5,1,1
40539,185,20,apply,66,0,1
40540,518,82,view_detail,23,1,1
40541,454,90,skip,1,0,1
40542,860,134,skip,3,1,2
40543,139,451,save,68,1,1
40544,396,99,skip,2,0,1
40545,362,217,view_detail,77,0,1
40546,164,413,skip,4,0,1
40547,426,374,skip,4,0,1
40548,66,196,view_detail,56,1,0
40549,176,6,view_detail,26,1,2
40550,274,377,save,31,1,2
40551,787,130,apply,57,1,3
40552,954,388,view_detail,13,1,0
40553,264,460,skip,4,1,0
40554,4,377,like,75,0,0
40555,188,74,like,8,1,0
40556,959,300,like,51,2,0
40557,872,185,view_detail,14,1,1
40558,722,260,view_detail,8,1,1
40559,881,115,view_detail,32,0,1
40560,574,99,apply,85,1,0
40561,373,478,like,59,0,0
40562,234,229,skip,1,1,1
40563,333,476,skip,4,0,1
40564,578,294,skip,1,0,1
40565,33,92,skip,4,0,0
40566,327,108,view_detail,76,0,2
40567,95,36,skip,3,0,2
40568,233,380,like,10,1,2
40569,67,125,skip,2,0,1
40570,958,126,view_detail,78,0,0
40571,180,383,skip,5,0,1
40572,98,97,apply,84,1,1
40573,324,134,view_detail,59,0,1
40574,893,240,view_detail,19,0,1
40575,215,18,skip,2,0,1
40576,112,64,skip,2,1,0
40577,154,232,skip,4,1,0
40578,195,333,apply,25,0,0
40579,466,208,save,84,0,1
40580,925,184,apply,84,0,0
40581,647,64,like,8,0,0
40582,341,225,view_detail,76,1,0
40583,423,489,skip,3,1,0
40584,324,359,skip,2,0,0
40585,289,388,like,8,0,1
40586,77,411,skip,2,0,1
40587,397,116,like,11,2,1
40588,289,245,skip,2,0,1
40589,766,58,skip,1,1,1
40590,111,59,view_detail,75,0,1
40591,129,195,skip,5,0,0
40592,336,41,skip,2,0,2
40593,356,460,skip,3,0,1
40594,57,69,like,20,0,0
40595,379,456,save,26,0,1
40596,315,171,like,60,1,1
40597,601,420,view_detail,42,0,0
40598,456,346,like,40,0,2
40599,739,447,apply,47,0,1
40600,945,289,skip,4,1,1
40601,403,490,save,36,0,2
40602,948,36,save,9,0,0
40603,563,291,save,83,0,0
40604,753,308,save,25,0,1
40605,403,368,view_detail,19,1,2
40606,515,223,skip,5,0,2
40607,55,16,apply,67,1,1
40608,363,414,skip,2,0,0
40609,503,307,view_detail,63,0,0
40610,998,500,view_detail,20,0,1
40611,410,238,skip,3,0,0
40612,792,23,apply,65,0,0
40613,97,293,save,19,0,0
40614,749,215,like,49,0,1
40615,327,423,skip,5,0,0
40616,469,143,skip,5,1,0
40617,571,304,view_detail,37,0,0
40618,822,145,like,51,0,0
40619,184,184,skip,4,0,1
40620,931,486,like,74,0,1
40621,777,440,view_detail,26,0,0
40622,516,482,skip,1,0,1
40623,783,452,view_detail,88,0,0
40624,521,429,skip,5,0,0
40625,642,357,skip,4,1,0
40626,451,31,skip,3,1,1
40627,167,477,skip,1,0,1
40628,807,3,view_detail,34,0,3
40629,305,188,skip,4,0,1
40630,652,32,skip,5,0,0
40631,212,73,like,14,0,1
40632,10,354,skip,4,0,0
40633,178,388,apply,11,0,1
40634,788,65,skip,4,0,1
40635,473,205,skip,5,1,0
40636,87,58,view_detail,80,2,0
40637,792,71,skip,1,0,0
40638,54,303,skip,1,0,1
40639,242,487,apply,12,0,1
40640,488,486,like,80,0,0
40641,194,495,skip,2,0,0
40642,739,158,skip,5,1,1
40643,816,16,skip,4,0,0
40644,64,236,view_detail,30,1,0
40645,120,121,skip,2,0,0
40646,92,315,view_detail,45,0,0
40647,681,394,save,61,0,1
40648,919,480,view_detail,59,0,0
40649,39,321,apply,56,0,1
40650,429,92,like,74,1,0
40651,920,176,skip,1,0,1
40652,257,180,skip,5,0,0
40653,152,468,skip,4,0,1
40654,560,480,skip,2,0,2
40655,467,19,view_detail,79,1,0
40656,461,285,save,50,0,1
40657,57,282,skip,1,0,0
40658,845,255,apply,90,1,0
40659,54,346,view_detail,66,0,0
40660,896,134,view_detail,52,1,1
40661,458,394,view_detail,17,0,1
40662,963,375,skip,4,1,1
40663,22,393,skip,4,0,0
40664,248,88,skip,4,1,2
40665,644,84,save,80,1,1
40666,808,8,apply,28,1,2
40667,938,322,skip,1,0,0
40668,997,137,skip,4,0,0
40669,139,448,view_detail,38,0,0
40670,715,171,view_detail,8,1,0
40671,137,69,view_detail,19,0,0
40672,659,298,like,38,0,0
40673,172,493,skip,3,0,0
40674,121,234,skip,3,1,0
40675,520,138,skip,4,0,0
40676,802,330,skip,2,0,0
40677,415,412,skip,1,1,1
40678,670,466,skip,3,0,1
40679,979,99,view_detail,68,0,1
40680,274,181,skip,1,0,1
40681,403,71,view_detail,36,1,1
40682,957,155,skip,2,0,0
40683,808,369,apply,12,1,2
40684,310,306,skip,4,0,1
40685,453,125,skip,4,0,0
40686,704,399,view_detail,36,1,2
40687,986,497,view_detail,78,0,0
40688,88,111,skip,3,0,0
40689,11,184,skip,3,1,0
40690,561,399,skip,4,0,0
40691,604,305,skip,1,1,1
40692,700,352,view_detail,83,0,0
40693,15,214,skip,5,0,0
40694,886,35,view_detail,21,2,0
40695,539,185,view_detail,85,0,1
40696,973,9,apply,48,0,0
40697,813,73,skip,5,0,1
40698,460,227,view_detail,62,0,1
40699,580,133,apply,13,1,2
40700,953,485,skip,4,1,0
40701,367,402,skip,5,0,2
40702,290,195,skip,4,1,1
40703,374,146,skip,4,0,1
40704,719,276,skip,2,2,0
40705,270,60,view_detail,45,0,0
40706,766,96,like,49,0,1
40707,461,86,skip,1,0,1
40708,401,96,save,70,1,1
40709,391,132,skip,4,0,0
40710,594,486,like,53,1,0
40711,366,204,like,11,1,1
40712,136,105,skip,4,0,1
40713,200,276,skip,5,0,0
40714,33,406,view_detail,24,1,0
40715,174,132,view_detail,88,0,0
40716,388,186,skip,4,0,1
40717,489,389,like,82,0,2
40718,348,399,skip,5,0,1
40719,508,457,skip,4,0,1
40720,905,325,like,65,0,0
40721,390,366,like,77,1,0
40722,900,368,skip,4,0,0
40723,11,36,like,57,1,1
40724,498,166,apply,52,1,1
40725,45,262,view_detail,52,0,1
40726,793,269,skip,2,1,0
40727,659,327,skip,1,0,1
40728,86,135,apply,56,0,2
40729,918,407,skip,2,0,1
40730,919,388,view_detail,78,0,0
40731,156,285,skip,2,0,0
40732,424,29,like,40,0,1
40733,434,207,skip,4,1,0
40734,346,300,like,6,1,0
40735,461,105,skip,3,0,0
40736,808,415,view_detail,49,0,0
40737,246,392,like,65,0,3
40738,75,148,save,18,0,0
40739,595,275,skip,3,0,0
40740,331,138,view_detail,82,0,0
40741,705,196,view_detail,67,0,0
40742,810,318,skip,2,0,0
40743,100,494,skip,4,0,1
40744,985,203,like,53,0,1
40745,964,148,save,38,0,0
40746,477,66,skip,3,0,0
40747,152,65,skip,1,1,0
40748,345,55,skip,1,0,1
40749,913,80,skip,3,0,1
40750,149,186,skip,2,0,2
40751,802,4,skip,3,0,0
40752,731,247,like,66,0,2
40753,119,118,like,20,0,1
40754,534,265,skip,2,0,1
40755,818,18,skip,1,0,0
40756,449,298,skip,4,0,0
40757,936,439,skip,4,1,1
40758,404,150,skip,5,1,0
40759,462,68,save,25,1,1
40760,931,276,save,59,1,0
40761,866,44,skip,5,0,0
40762,761,435,skip,3,0,0
40763,852,27,apply,60,1,1
40764,390,339,like,42,0,0
40765,884,50,skip,4,1,0
40766,825,85,skip,2,1,0
40767,181,310,skip,3,0,2
40768,425,212,apply,48,0,1
40769,61,202,skip,4,0,0
40770,138,474,view_detail,37,0,2
40771,952,445,skip,2,0,0
40772,390,209,view_detail,41,0,1
40773,331,286,like,65,1,0
40774,121,397,skip,5,1,1
40775,713,152,save,88,1,0
40776,471,493,skip,4,0,0
40777,546,435,skip,2,0,0
40778,634,145,skip,2,0,0
40779,759,358,view_detail,50,1,0
40780,477,408,view_detail,44,1,1
40781,534,50,skip,5,0,1
40782,38,413,skip,1,1,1
40783,403,296,like,19,2,0
40784,446,445,view_detail,61,0,1
40785,739,230,apply,64,2,0
40786,742,2,view_detail,68,1,1
40787,924,37,view_detail,11,1,1
40788,879,118,view_detail,50,0,1
40789,526,84,skip,4,1,2
40790,381,108,like,66,0,1
40791,441,347,like,76,1,0
40792,823,457,view_detail,80,0,1
40793,710,300,view_detail,82,0,1
40794,15,255,like,84,1,0
40795,104,53,view_detail,79,0,1
40796,300,488,like,71,0,0
40797,617,14,skip,4,0,0
40798,731,447,skip,4,0,1
40799,687,233,skip,1,1,1
40800,171,482,skip,5,0,1
40801,975,21,like,11,0,2
40802,31,342,skip,4,0,0
40803,470,14,view_detail,61,0,1
40804,518,360,skip,3,0,0
40805,969,418,view_detail,60,2,1
40806,813,240,skip,1,0,0
40807,723,51,save,83,0,0
40808,167,237,skip,1,0,1
40809,965,305,save,50,0,1
40810,427,462,view_detail,77,0,1
40811,22,133,apply,43,0,0
40812,666,319,skip,4,0,1
40813,199,249,skip,4,1,0
40814,641,227,skip,3,0,1
40815,276,147,skip,4,0,0
40816,558,251,skip,4,0,0
40817,511,314,save,83,0,1
40818,428,165,skip,4,0,0
40819,553,338,skip,4,0,1
40820,128,265,save,87,0,1
40821,73,414,view_detail,50,0,2
40822,508,287,save,8,0,1
40823,70,226,view_detail,76,0,0
40824,561,216,like,16,0,0
40825,459,221,skip,2,0,0
40826,924,272,like,45,0,2
40827,589,130,skip,4,0,0
40828,190,401,skip,2,1,1
40829,567,71,skip,2,1,0
40830,789,425,skip,2,1,1
40831,184,70,apply,54,2,0
40832,639,168,save,13,0,0
40833,731,444,apply,13,0,0
40834,944,120,like,58,1,0
40835,426,250,skip,4,1,0
40836,891,434,skip,3,0,0
40837,167,24,apply,22,0,1
40838,666,447,view_detail,23,0,1
40839,303,342,apply,19,0,1
40840,815,315,like,43,1,1
40841,352,149,save,28,0,0
40842,740,370,view_detail,71,0,1
40843,245,289,save,10,2,0
40844,703,406,skip,1,0,0
40845,934,303,view_detail,69,0,2
40846,163,487,like,47,1,1
40847,411,46,skip,1,0,0
40848,13,376,skip,2,0,0
40849,580,381,view_detail,9,0,0
40850,756,286,view_detail,47,0,1
40851,410,313,like,77,0,1
40852,977,142,view_detail,76,0,0
40853,369,397,skip,5,2,0
40854,92,424,skip,1,0,1
40855,13,408,skip,2,0,1
40856,696,488,view_detail,67,0,1
40857,983,326,view_detail,8,0,0
40858,735,267,skip,4,0,2
40859,670,7,skip,1,0,0
40860,521,330,view_detail,89,1,0
40861,465,49,skip,3,0,1
40862,608,194,skip,2,1,0
40863,922,293,apply,90,0,1
40864,65,84,skip,4,0,2
40865,335,438,save,18,1,0
40866,175,84,skip,5,0,1
40867,213,192,skip,3,1,0
40868,82,338,skip,2,1,0
40869,535,433,skip,2,0,2
40870,985,474,view_detail,49,0,1
40871,561,189,view_detail,48,1,0
40872,412,383,like,53,0,1
40873,527,207,skip,1,0,0
40874,182,409,skip,3,1,1
40875,316,224,view_detail,41,0,1
40876,862,48,skip,5,0,2
40877,588,453,skip,3,1,2
40878,109,222,view_detail,80,0,0
40879,56,68,like,23,1,1
40880,749,61,view_detail,25,0,0
40881,132,394,view_detail,59,0,2
40882,510,44,like,67,1,2
40883,630,144,view_detail,46,0,1
40884,448,393,view_detail,65,0,1
40885,375,109,view_detail,13,0,0
40886,180,222,skip,2,0,2
40887,335,225,save,52,0,0
40888,335,260,view_detail,77,0,1
40889,90,392,skip,4,1,1
40890,801,297,skip,4,1,1
40891,884,320,skip,5,0,1
40892,10,233,skip,4,0,1
40893,884,317,skip,5,0,0
40894,274,47,skip,1,0,0
40895,156,492,skip,5,1,0
40896,862,392,save,47,1,1
40897,415,150,view_detail,53,1,1
40898,521,178,skip,5,0,0
40899,727,344,save,55,0,0
40900,360,278,skip,3,1,0
40901,942,103,like,55,0,1
40902,912,364,view_detail,14,1,1
40903,431,237,skip,4,0,1
40904,303,103,skip,2,0,0
40905,833,93,skip,4,0,0
40906,250,284,skip,4,0,0
40907,911,335,skip,5,0,2
40908,859,454,save,8,0,1
40909,849,240,save,19,0,0
40910,181,68,skip,4,1,2
40911,776,106,view_detail,22,0,1
40912,687,262,view_detail,43,0,0
40913,884,471,skip,4,0,1
40914,889,335,skip,4,1,0
40915,260,167,skip,4,1,1
40916,897,357,save,78,0,1
40917,759,160,save,48,0,0
40918,556,295,like,52,2,1
40919,819,249,like,63,0,0
40920,357,198,like,74,1,1
40921,51,290,skip,5,1,0
40922,355,375,like,80,1,0
40923,722,168,like,79,0,0
40924,625,346,skip,1,0,0
40925,929,150,skip,5,0,1
40926,400,243,skip,2,0,1
40927,707,347,save,45,0,1
40928,683,254,skip,5,1,0
40929,754,189,save,41,0,0
40930,214,26,view_detail,35,0,0
40931,320,313,skip,3,1,1
40932,359,127,skip,3,0,1
40933,149,251,skip,5,0,0
40934,56,148,view_detail,37,0,1
40935,785,261,view_detail,70,0,1
40936,596,167,like,27,0,1
40937,915,175,save,55,1,0
40938,941,69,skip,3,0,1
40939,202,422,skip,5,0,1
40940,283,95,save,35,0,0
40941,128,431,skip,1,0,1
40942,704,194,skip,5,1,1
40943,328,425,skip,5,0,2
40944,7,153,view_detail,51,0,1
40945,832,310,skip,5,0,1
40946,930,397,like,31,0,2
40947,151,485,skip,1,0,1
40948,632,224,view_detail,85,1,1
40949,545,465,like,16,1,1
40950,733,357,skip,3,0,1
40951,420,336,view_detail,36,1,1
40952,999,421,save,84,3,1
40953,447,171,view_detail,9,1,0
40954,324,277,apply,28,0,0
40955,754,359,skip,1,0,1
40956,447,117,skip,5,0,1
40957,456,373,save,18,0,0
40958,543,158,skip,5,0,0
40959,248,451,skip,1,0,1
40960,354,459,skip,4,0,0
40961,56,21,skip,4,0,1
40962,955,270,view_detail,63,0,1
40963,40,92,apply,40,1,2
40964,408,469,skip,1,1,0
40965,192,479,like,79,0,0
40966,382,194,view_detail,90,1,0
40967,256,3,skip,4,1,2
40968,195,454,view_detail,58,0,1
40969,29,441,skip,3,1,0
40970,826,107,save,86,0,1
40971,874,97,like,47,0,0
40972,591,213,like,24,0,0
40973,580,233,skip,1,0,2
40974,7,288,skip,2,0,1
40975,193,60,skip,3,0,1
40976,15,269,skip,5,0,1
40977,241,448,skip,2,0,0
40978,524,165,like,83,0,1
40979,464,396,like,87,0,3
40980,394,293,view_detail,47,0,0
40981,504,116,save,86,2,0
40982,625,431,skip,1,1,0
40983,309,154,skip,3,2,1
40984,967,157,skip,1,0,1
40985,444,191,apply,50,1,1
40986,771,424,skip,5,1,1
40987,612,110,view_detail,6,0,0
40988,569,374,like,78,0,1
40989,859,103,skip,3,0,0
40990,405,213,view_detail,33,1,1
40991,193,132,view_detail,72,0,0
40992,518,350,view_detail,62,0,1
40993,348,259,skip,5,0,1
40994,951,300,view_detail,25,0,1
40995,200,464,skip,2,0,1
40996,478,83,view_detail,24,0,1
40997,121,394,like,49,0,1
40998,172,483,apply,17,2,0
40999,473,107,skip,5,0,1
41000,703,176,view_detail,50,1,0
41001,17,394,view_detail,52,2,1
41002,823,35,view_detail,17,0,1
41003,685,437,view_detail,40,1,0
41004,429,197,apply,27,0,0
41005,264,195,like,70,2,0
41006,586,157,skip,5,0,2
41007,700,225,view_detail,28,1,0
41008,391,417,skip,5,0,0
41009,582,213,skip,1,0,1
41010,444,240,view_detail,8,1,0
41011,918,321,skip,4,0,1
41012,338,243,skip,3,0,1
41013,496,199,view_detail,51,0,0
41014,577,105,skip,3,0,1
41015,392,479,view_detail,33,0,1
41016,271,319,skip,5,1,1
41017,665,408,skip,4,0,1
41018,430,13,like,42,0,2
41019,521,269,skip,2,0,0
41020,306,197,skip,4,0,0
41021,502,62,skip,2,1,3
41022,241,251,skip,5,1,0
41023,995,4,skip,3,1,1
41024,911,95,save,50,0,0
41025,796,61,skip,3,1,0
41026,898,162,view_detail,36,0,0
41027,610,316,view_detail,21,0,1
41028,550,26,view_detail,68,1,0
41029,764,293,skip,1,0,1
41030,327,147,skip,3,0,1
41031,464,101,view_detail,16,0,2
41032,347,33,like,39,1,0
41033,241,269,skip,3,0,0
41034,103,57,view_detail,55,1,1
41035,224,380,like,28,1,0
41036,888,1,skip,3,0,1
41037,52,373,apply,39,0,1
41038,815,198,save,36,0,0
41039,972,423,save,56,0,0
41040,52,169,skip,2,0,1
41041,905,390,skip,4,1,1
41042,737,387,skip,2,0,0
41043,913,57,skip,3,1,1
41044,465,494,skip,5,0,1
41045,770,476,skip,5,0,1
41046,28,429,skip,2,0,0
41047,307,106,skip,4,0,2
41048,694,281,skip,1,1,2
41049,517,153,skip,5,0,2
41050,36,22,skip,1,0,2
41051,510,383,view_detail,31,0,0
41052,848,253,skip,1,0,1
41053,544,274,save,16,0,1
41054,260,71,like,37,1,0
41055,567,68,skip,1,1,0
41056,451,414,view_detail,28,0,1
41057,645,34,skip,5,0,0
41058,952,278,skip,4,0,1
41059,529,375,like,22,0,1
41060,345,143,skip,1,0,1
41061,538,431,apply,25,1,0
41062,929,366,skip,1,0,0
41063,377,45,skip,4,1,1
41064,261,296,skip,3,0,1
41065,190,74,apply,36,1,1
41066,720,466,skip,3,0,1
41067,852,244,view_detail,38,0,0
41068,948,166,view_detail,82,2,0
41069,747,414,apply,8,0,1
41070,589,92,skip,1,1,0
41071,228,26,skip,3,1,1
41072,460,264,skip,2,0,2
41073,250,450,save,31,1,1
41074,597,492,skip,1,0,0
41075,561,377,skip,2,0,2
41076,665,92,view_detail,47,0,1
41077,589,160,like,35,2,0
41078,772,179,save,31,0,1
41079,873,17,skip,2,1,1
41080,538,61,skip,4,1,0
41081,647,60,skip,5,1,0
41082,282,259,skip,5,0,0
41083,41,304,view_detail,52,0,1
41084,127,472,view_detail,34,0,2
41085,467,361,view_detail,53,1,1
41086,75,200,skip,2,0,2
41087,950,131,skip,5,1,0
41088,77,314,view_detail,25,0,2
41089,802,312,like,19,0,0
41090,390,293,view_detail,11,1,0
41091,771,247,view_detail,6,0,1
41092,310,317,view_detail,89,0,2
41093,429,266,skip,4,1,1
41094,947,387,view_detail,86,0,0
41095,28,153,save,43,0,1
41096,261,207,skip,1,0,1
41097,713,97,save,79,0,1
41098,666,314,skip,2,0,0
41099,200,174,skip,3,0,1
41100,59,60,save,67,1,0
41101,955,154,skip,4,0,0
41102,173,233,skip,3,0,0
41103,648,5,skip,2,1,0
41104,688,193,save,90,2,1
41105,742,21,save,90,0,0
41106,364,115,skip,4,0,1
41107,769,398,save,9,0,0
41108,837,303,view_detail,87,1,0
41109,882,108,skip,1,0,1
41110,596,219,skip,3,0,0
41111,771,266,skip,5,0,1
41112,580,407,skip,5,1,0
41113,447,76,like,20,0,1
41114,636,341,skip,4,0,0
41115,570,93,save,32,0,0
41116,351,381,skip,5,0,1
41117,348,230,view_detail,41,0,1
41118,876,397,skip,5,0,2
41119,605,187,skip,1,0,0
41120,428,383,apply,44,1,1
41121,94,34,like,10,1,1
41122,992,244,save,84,0,0
41123,42,191,skip,4,1,1
41124,991,373,view_detail,40,0,1
41125,239,467,like,47,0,1
41126,753,351,apply,87,1,0
41127,615,345,view_detail,44,0,1
41128,394,479,save,37,0,2
41129,152,289,skip,2,0,1
41130,272,226,like,24,0,1
41131,216,186,skip,2,0,1
41132,812,145,view_detail,59,0,0
41133,64,407,save,66,1,1
41134,220,161,skip,1,0,1
41135,233,321,view_detail,6,0,2
41136,762,68,apply,10,1,0
41137,410,369,view_detail,66,1,1
41138,611,33,skip,1,0,0
41139,797,397,skip,3,0,1
41140,900,208,skip,4,0,0
41141,351,342,skip,2,0,0
41142,22,339,save,48,1,0
41143,138,136,skip,1,0,1
41144,986,394,save,28,0,2
41145,494,188,skip,3,1,0
41146,602,433,save,62,0,2
41147,697,148,like,15,2,1
41148,535,327,skip,5,0,0
41149,843,294,view_detail,83,1,1
41150,526,275,apply,47,1,0
41151,176,220,skip,5,1,0
41152,982,262,save,49,1,1
41153,739,257,skip,2,0,1
41154,354,428,save,43,1,0
41155,1,364,like,17,1,1
41156,506,71,skip,1,1,0
41157,763,308,skip,5,1,2
41158,838,460,view_detail,84,1,0
41159,121,127,save,68,2,0
41160,573,9,skip,2,0,0
41161,827,310,skip,4,0,2
41162,11,423,view_detail,65,0,1
41163,122,50,save,85,1,1
41164,288,119,view_detail,45,0,0
41165,452,8,view_detail,64,1,2
41166,69,19,like,68,1,0
41167,957,152,like,50,0,1
41168,505,188,view_detail,33,0,0
41169,16,368,view_detail,47,0,2
41170,955,451,skip,5,1,0
41171,618,217,skip,2,0,1
41172,888,375,view_detail,71,1,1
41173,681,376,like,88,0,0
41174,766,406,view_detail,84,0,1
41175,695,349,view_detail,35,0,1
41176,576,424,view_detail,13,1,0
41177,215,283,like,34,0,0
41178,346,80,apply,78,1,2
41179,544,81,view_detail,59,0,0
41180,990,259,skip,2,1,0
41181,460,229,skip,2,1,2
41182,197,444,view_detail,7,0,0
41183,789,462,view_detail,79,1,1
41184,395,34,view_detail,60,2,0
41185,291,379,skip,4,0,3
41186,787,360,save,66,0,0
41187,240,343,save,28,0,1
41188,261,46,view_detail,89,0,1
41189,251,39,like,85,0,0
41190,331,293,save,8,0,0
41191,484,165,view_detail,90,1,1
41192,935,77,skip,5,0,0
41193,85,391,skip,2,1,0
41194,218,96,skip,2,0,0
41195,733,76,skip,4,0,1
41196,91,417,skip,3,0,1
41197,4,162,skip,5,1,1
41198,263,92,view_detail,23,1,1
41199,619,238,skip,1,0,0
41200,408,485,skip,3,1,0
41201,908,212,skip,5,0,0
41202,747,307,like,68,0,1
41203,385,400,save,58,0,0
41204,312,215,like,87,0,1
41205,883,125,skip,3,0,0
41206,12,86,like,63,0,1
41207,394,230,apply,54,2,1
41208,589,167,skip,3,1,1
41209,960,195,skip,2,0,1
41210,94,88,view_detail,31,0,1
41211,461,430,save,41,0,1
41212,958,75,skip,4,0,0
41213,161,355,like,28,2,2
41214,585,46,apply,64,0,0
41215,507,379,skip,2,0,2
41216,112,132,skip,4,0,0
41217,940,249,skip,4,0,1
41218,98,137,view_detail,90,0,1
41219,541,56,skip,3,0,0
41220,352,40,view_detail,48,0,0
41221,370,405,save,67,1,0
41222,496,268,skip,3,0,0
41223,90,400,skip,5,0,1
41224,789,120,like,89,0,1
41225,487,338,save,76,0,0
41226,295,335,like,38,1,1
41227,837,489,skip,1,0,0
41228,349,86,like,44,1,1
41229,516,89,like,38,0,0
41230,283,411,skip,1,0,0
41231,53,488,skip,4,1,1
41232,83,194,like,63,0,0
41233,278,225,skip,2,0,0
41234,632,366,skip,4,1,1
41235,737,213,view_detail,26,1,0
41236,34,127,skip,2,0,0
41237,503,360,view_detail,80,0,0
41238,444,423,like,58,0,0
41239,213,4,like,81,0,1
41240,274,147,skip,3,1,1
41241,218,45,skip,4,1,1
41242,63,249,skip,3,0,0
41243,20,43,view_detail,13,0,1
41244,921,387,save,33,0,1
41245,892,354,apply,74,1,1
41246,332,227,view_detail,53,0,2
41247,353,87,skip,4,1,1
41248,268,451,skip,2,2,1
41249,690,410,skip,3,0,1
41250,349,119,view_detail,49,1,1
41251,690,334,skip,3,0,0
41252,358,365,skip,4,0,0
41253,133,261,view_detail,53,0,0
41254,26,190,like,69,0,2
41255,145,186,like,6,0,1
41256,156,456,view_detail,26,0,1
41257,873,109,skip,1,0,1
41258,394,352,save,36,0,2
41259,264,375,skip,3,0,1
41260,436,289,skip,1,0,2
41261,24,175,apply,50,0,0
41262,694,69,like,71,0,0
41263,282,51,skip,4,1,0
41264,931,459,view_detail,31,0,0
41265,500,211,save,63,0,0
41266,423,19,skip,5,0,0
41267,359,196,skip,3,1,1
