kullanici_id,etkinlik_id,zaman_farki_dk,is_swiped_right,ekranda_kalma_suresi_sn,kampus_id,bolum_kodu,sinif,kullanici_guven_puani,dinamik_ilgi_spor,dinamik_ilgi_oyun,dinamik_ilgi_akademik,etkinlik_kategorisi,etkinlik_turu,olusturan_guven_puani,etkinlik_ucreti,zaman_lokasyon
118,129,1251,0,4,1,7,3,4.81,0.6078,0.3365,0.0557,2,0,4.21,1,0
421,41,866,0,3,1,2,1,4.94,0.1373,0.6999,0.1628,1,1,5.0,0,0
243,102,341,1,14,3,9,4,4.67,0.0767,0.8085,0.1148,3,0,3.77,1,1
541,18,272,0,4,1,4,2,4.93,0.4134,0.041,0.5456,2,1,5.0,0,0
227,129,395,0,3,1,6,2,4.8,0.485,0.2789,0.2361,2,0,4.21,1,0
501,167,1148,1,5,3,1,3,4.78,0.519,0.4625,0.0185,3,0,3.56,1,0
852,159,910,0,1,1,5,2,4.62,0.4814,0.0122,0.5064,2,0,4.17,1,0
213,102,195,0,4,1,10,3,4.6,0.5626,0.2054,0.232,3,0,3.77,1,1
930,71,1197,0,3,3,2,2,4.93,0.0258,0.3556,0.6186,2,0,4.17,1,1
699,166,1227,0,3,2,9,2,4.99,0.122,0.5674,0.3106,3,0,3.38,1,1
113,8,1057,1,14,2,10,4,4.81,0.5099,0.3206,0.1695,3,1,5.0,1,0
373,162,211,1,8,2,3,2,4.92,0.0383,0.8384,0.1233,2,0,4.37,0,1
299,73,813,0,2,2,4,2,4.68,0.6568,0.1366,0.2066,1,0,3.06,1,0
673,89,694,1,13,3,4,2,4.76,0.1552,0.8368,0.008,2,0,3.16,0,1
19,27,753,0,2,3,3,1,4.54,0.2564,0.7175,0.0261,2,1,5.0,1,1
776,169,1001,1,8,1,10,4,4.97,0.6429,0.3567,0.00039999999999999996,3,0,4.04,1,0
671,7,1075,0,1,3,3,1,4.81,0.0139,0.0262,0.9599,2,1,5.0,0,0
11,32,892,1,12,3,1,1,4.92,0.7863,0.1572,0.0565,2,1,5.0,1,0
8,73,1431,0,3,2,3,1,4.75,0.1578,0.3629,0.4793,1,0,3.06,1,0
153,99,541,1,13,2,3,3,4.93,0.0163,0.9011,0.0826,3,0,3.64,0,0
625,112,518,0,2,3,5,3,4.87,0.1825,0.4757,0.3418,1,0,3.38,0,0
660,144,935,0,4,2,9,1,4.72,0.1257,0.4614,0.4129,3,0,4.34,0,1
550,130,133,1,5,1,8,4,4.74,0.3882,0.3381,0.2737,1,0,4.06,0,0
135,171,96,0,2,1,1,1,4.71,0.2477,0.6165,0.1358,2,0,3.25,0,0
373,31,424,1,14,2,3,2,4.92,0.0383,0.8384,0.1233,1,1,5.0,1,0
461,80,858,0,2,2,10,1,4.63,0.0429,0.1192,0.8379,1,0,4.04,1,1
935,175,974,0,2,1,2,4,4.65,0.4209,0.4713,0.1078,3,0,3.64,0,1
235,33,82,0,1,2,10,4,4.68,0.6617,0.2327,0.1056,3,1,5.0,0,0
255,145,789,1,15,3,8,2,4.76,0.1698,0.8099,0.0203,3,0,3.66,1,0
586,99,315,1,10,2,6,3,4.84,0.2943,0.5839,0.1218,3,0,3.64,0,0
328,54,916,1,5,1,6,3,4.53,0.8854,0.0677,0.0469,1,0,4.91,1,1
362,54,1304,0,4,2,5,3,4.84,0.3747,0.5135,0.1118,1,0,4.91,1,1
374,179,1110,1,7,3,2,2,4.53,0.0254,0.4029,0.5717,2,0,3.99,1,1
788,180,366,1,9,2,10,2,4.84,0.3507,0.2236,0.4257,1,0,3.91,1,1
209,135,366,1,13,2,8,3,4.62,0.4711,0.2252,0.3037,1,0,4.56,1,1
267,182,1117,1,9,1,8,2,4.93,0.2396,0.5137,0.2467,3,0,4.46,1,0
656,139,71,0,3,3,10,2,4.77,0.5755,0.1324,0.2921,3,0,4.38,0,1
997,190,326,1,5,2,3,4,4.75,0.3674,0.5754,0.057199999999999994,2,0,4.46,0,0
554,30,1350,0,4,3,2,1,4.96,0.2652,0.4105,0.3243,1,1,5.0,0,1
736,82,844,0,1,3,6,3,4.55,0.5229,0.0687,0.4084,2,0,4.63,1,0
858,57,1215,1,14,1,7,2,4.64,0.6957,0.1141,0.1902,2,0,4.64,0,0
506,174,214,1,7,1,6,4,4.78,0.0023,0.3128,0.6849,3,0,4.47,0,1
564,70,1071,1,13,3,4,2,4.57,0.6191,0.0822,0.2987,2,0,4.53,1,1
421,66,89,0,3,1,2,1,4.94,0.1373,0.6999,0.1628,3,0,3.43,1,1
308,183,996,0,1,1,10,4,4.51,0.1476,0.497,0.3554,2,0,4.06,0,1
137,107,1251,0,1,1,6,3,4.59,0.8308,0.0337,0.1355,2,0,3.23,1,1
419,186,1421,0,4,1,2,4,4.92,0.5953,0.2895,0.1152,1,0,3.77,1,1
195,10,217,0,3,2,6,3,4.56,0.3261,0.1916,0.4823,3,1,5.0,1,0
95,132,301,0,3,3,8,1,4.73,0.3286,0.0689,0.6025,2,0,4.96,1,1
490,74,1440,0,4,3,2,2,4.59,0.1276,0.4998,0.3726,2,0,3.24,0,0
903,73,926,0,1,3,9,4,4.5,0.2818,0.6792,0.039,1,0,3.06,1,0
258,62,853,1,5,2,7,4,4.68,0.7446,0.0542,0.2012,1,0,3.65,0,1
25,109,894,0,1,2,5,4,4.89,0.0019,0.5782,0.4199,1,0,4.71,0,1
232,171,170,0,2,2,2,4,4.96,0.2067,0.0908,0.7025,2,0,3.25,0,0
332,42,1389,1,5,3,9,2,4.74,0.6213,0.3118,0.0669,2,1,5.0,0,0
606,24,1256,0,3,3,6,2,4.67,0.6543,0.0666,0.2791,3,1,5.0,1,0
862,5,620,0,1,3,3,1,4.81,0.2427,0.3586,0.3987,3,1,5.0,1,0
221,99,1352,0,2,1,1,2,4.82,0.0775,0.7585,0.164,3,0,3.64,0,0
297,196,1257,0,4,3,8,4,4.73,0.0629,0.1674,0.7697,3,0,3.39,1,0
203,99,682,1,6,2,10,1,4.81,0.167,0.3273,0.5057,3,0,3.64,0,0
948,120,643,0,4,1,3,2,4.77,0.2027,0.362,0.4353,1,0,4.61,1,1
343,77,37,0,3,2,4,3,4.53,0.4687,0.4404,0.0909,2,0,3.41,0,1
593,101,771,1,8,2,5,4,4.79,0.5727,0.2829,0.1444,2,0,4.6,0,0
205,96,1426,1,8,3,1,2,4.81,0.3146,0.0271,0.6583,3,0,4.39,1,1
993,173,1011,0,3,1,7,4,4.64,0.598,0.0038,0.3982,3,0,4.17,0,1
961,187,636,1,14,3,5,2,5.0,0.157,0.7526,0.0904,1,0,4.67,1,1
892,120,426,1,9,2,10,2,4.53,0.0802,0.7975,0.1223,1,0,4.61,1,1
1000,65,408,1,15,3,10,3,4.51,0.1341,0.1239,0.742,3,0,4.72,1,0
77,191,775,0,2,3,1,1,4.86,0.4631,0.2075,0.3294,2,0,3.23,0,0
550,121,865,0,4,1,8,4,4.74,0.3882,0.3381,0.2737,1,0,3.68,1,1
707,90,217,0,1,3,9,3,4.92,0.0226,0.5552,0.4222,1,0,3.9,0,1
976,195,170,1,10,2,5,2,4.76,0.2847,0.2015,0.5138,1,0,4.76,1,1
42,177,610,0,2,1,1,2,4.55,0.1251,0.2775,0.5974,3,0,3.25,1,1
455,115,358,0,2,2,10,3,4.97,0.296,0.303,0.40099999999999997,2,0,3.72,0,1
182,77,186,0,3,3,6,4,4.67,0.442,0.382,0.176,2,0,3.41,0,1
757,32,725,1,11,2,4,2,4.67,0.2466,0.6533,0.1001,2,1,5.0,1,0
195,112,870,0,3,2,6,3,4.56,0.3261,0.1916,0.4823,1,0,3.38,0,0
590,178,824,1,11,1,7,3,4.63,0.3991,0.2911,0.3098,3,0,4.83,0,1
832,186,679,1,7,2,2,1,4.62,0.2596,0.3803,0.3601,1,0,3.77,1,1
976,52,1185,0,4,2,5,2,4.76,0.2847,0.2015,0.5138,3,0,4.2,1,1
388,23,284,0,3,2,7,3,4.67,0.0724,0.2141,0.7135,3,1,5.0,0,0
927,30,184,1,6,3,9,1,4.56,0.6735,0.268,0.0585,1,1,5.0,0,1
637,70,142,0,1,1,4,2,4.86,0.4295,0.1749,0.3956,2,0,4.53,1,1
141,71,231,1,7,1,9,1,4.66,0.4866,0.4837,0.0297,2,0,4.17,1,1
27,111,388,0,1,2,7,4,4.57,0.1737,0.0482,0.7781,1,0,3.16,0,1
315,158,735,0,3,2,4,1,4.56,0.3449,0.5794,0.0757,3,0,4.83,0,1
321,37,158,0,3,1,6,3,4.75,0.0669,0.7153,0.21780000000000002,1,1,5.0,1,1
448,48,1342,0,4,1,4,1,4.99,0.1573,0.5136,0.3291,1,1,5.0,0,1
793,160,1209,1,9,2,6,3,4.97,0.1455,0.6191,0.2354,1,0,3.93,0,1
293,70,1207,0,3,1,2,1,4.5,0.5329,0.4554,0.011699999999999999,2,0,4.53,1,1
754,35,577,0,2,1,4,2,4.76,0.1915,0.4992,0.3093,3,1,5.0,1,1
236,68,1076,0,2,1,4,3,4.83,0.6919,0.0585,0.2496,1,0,3.17,0,1
715,160,1027,1,12,3,3,3,4.53,0.5498,0.1675,0.2827,1,0,3.93,0,1
457,59,77,0,2,2,10,2,4.56,0.0492,0.0674,0.8834,2,0,3.25,1,0
892,118,582,1,14,2,10,2,4.53,0.0802,0.7975,0.1223,3,0,4.59,0,0
839,163,608,0,2,2,7,2,4.88,0.2726,0.722,0.0054,1,0,3.37,0,1
654,112,1040,0,1,2,8,1,4.6,0.7021,0.0574,0.2405,1,0,3.38,0,0
606,144,230,0,3,3,6,2,4.67,0.6543,0.0666,0.2791,3,0,4.34,0,1
664,119,904,0,2,1,7,4,4.84,0.4461,0.4948,0.0591,2,0,3.68,0,0
765,115,917,0,1,3,3,1,4.64,0.2405,0.7538,0.0057,2,0,3.72,0,1
67,105,889,1,9,2,10,2,4.69,0.4619,0.3205,0.2176,2,0,3.58,1,1
176,180,1291,0,3,1,1,2,4.73,0.4251,0.3602,0.2147,1,0,3.91,1,1
510,66,1330,0,4,2,10,4,4.86,0.1327,0.5873,0.28,3,0,3.43,1,1
615,6,1030,0,2,2,7,2,4.67,0.1317,0.216,0.6523,3,1,5.0,1,0
91,14,1134,1,6,3,9,2,4.73,0.3106,0.3113,0.3781,2,1,5.0,1,1
705,157,143,1,5,1,10,1,4.79,0.058,0.6394,0.3026,1,0,4.89,0,1
166,106,207,1,10,1,5,4,4.83,0.3129,0.629,0.0581,2,0,3.9,1,0
602,154,429,0,1,2,5,1,4.97,0.1548,0.1894,0.6558,2,0,3.98,1,0
838,18,166,0,3,3,9,4,4.68,0.6215,0.172,0.2065,2,1,5.0,0,0
827,4,260,1,5,2,10,4,4.51,0.0655,0.7761,0.1584,2,1,5.0,1,1
780,57,394,0,1,2,6,1,4.74,0.4067,0.1139,0.4794,2,0,4.64,0,0
438,119,121,0,3,3,6,1,4.76,0.4746,0.1672,0.3582,2,0,3.68,0,0
51,53,950,1,5,1,3,3,4.79,0.8473,0.0971,0.055600000000000004,1,0,3.68,1,0
678,102,413,1,5,3,3,3,4.89,0.1656,0.1239,0.7105,3,0,3.77,1,1
686,25,1164,0,4,2,4,2,4.51,0.4899,0.2749,0.2352,1,1,5.0,0,0
739,175,168,0,2,1,1,1,4.87,0.3783,0.106,0.5157,3,0,3.64,0,1
266,180,1108,1,9,1,4,3,4.84,0.3686,0.4821,0.1493,1,0,3.91,1,1
521,162,421,0,1,1,9,1,4.53,0.1962,0.1216,0.6822,2,0,4.37,0,1
87,144,788,0,2,2,9,4,4.84,0.4441,0.0538,0.5021,3,0,4.34,0,1
606,94,268,1,6,3,6,2,4.67,0.6543,0.0666,0.2791,1,0,4.92,0,0
52,127,38,0,3,1,8,2,4.56,0.1294,0.8172,0.0534,3,0,4.84,0,0
179,124,926,1,6,1,7,4,4.92,0.2342,0.4629,0.3029,3,0,4.18,0,0
278,36,1327,1,8,3,8,1,4.66,0.6352,0.1601,0.2047,2,1,5.0,0,1
239,156,338,0,4,3,2,2,4.93,0.0883,0.5461,0.3656,2,0,4.45,1,1
585,193,330,1,14,3,9,4,4.55,0.003,0.0688,0.9282,3,0,4.33,0,0
339,72,199,1,5,3,7,2,4.7,0.3045,0.6459,0.0496,2,0,3.53,1,1
72,53,810,1,9,1,3,2,4.57,0.1435,0.7035,0.153,1,0,3.68,1,0
374,170,5,1,6,3,2,2,4.53,0.0254,0.4029,0.5717,3,0,3.47,0,0
580,79,989,0,4,3,6,1,4.54,0.1789,0.379,0.4421,2,0,4.73,0,1
517,98,1395,1,14,3,10,2,4.65,0.0109,0.2463,0.7428,2,0,3.55,0,1
851,147,895,0,4,2,7,1,4.86,0.1952,0.0535,0.7513,3,0,3.37,1,1
238,44,103,0,2,3,6,3,4.98,0.4366,0.3075,0.2559,1,1,5.0,1,0
466,30,435,1,12,1,5,4,4.88,0.6751,0.2156,0.1093,1,1,5.0,0,1
121,74,650,0,1,2,7,4,4.7,0.2301,0.4828,0.2871,2,0,3.24,0,0
413,172,381,0,4,1,7,2,4.86,0.3282,0.1053,0.5665,3,0,3.25,1,0
723,117,66,1,9,1,9,2,4.81,0.4433,0.0595,0.4972,3,0,4.17,0,1
774,155,579,1,14,3,1,2,4.55,0.1272,0.5721,0.3007,3,0,3.57,0,1
837,84,270,0,3,2,10,2,4.99,0.4494,0.5352,0.0154,3,0,3.59,0,0
570,73,47,1,7,2,2,3,4.79,0.1077,0.4276,0.4647,1,0,3.06,1,0
43,34,916,1,15,2,5,2,4.9,0.4627,0.5354,0.0019,3,1,5.0,1,0
504,127,365,1,11,2,1,4,4.7,0.3297,0.3819,0.2884,3,0,4.84,0,0
197,85,1204,0,2,3,5,4,4.59,0.3036,0.3651,0.3313,3,0,3.0,0,0
72,152,68,1,11,1,3,2,4.57,0.1435,0.7035,0.153,2,0,4.33,1,0
91,56,1139,0,1,3,9,2,4.73,0.3106,0.3113,0.3781,3,0,4.43,1,0
549,7,1050,1,13,3,7,3,4.79,0.057,0.8596,0.0834,2,1,5.0,0,0
491,196,207,0,4,3,10,3,4.93,0.1953,0.3129,0.4918,3,0,3.39,1,0
826,51,73,0,2,3,1,2,4.53,0.545,0.0374,0.4176,1,0,3.1,0,1
749,136,1283,1,7,3,1,3,4.53,0.7069,0.2691,0.024,3,0,3.34,1,1
998,184,1410,0,3,3,8,3,4.63,0.5514,0.2756,0.173,2,0,3.4,0,0
383,58,30,0,2,2,6,2,4.51,0.3492,0.235,0.4158,2,0,4.33,1,1
805,85,1027,0,4,1,5,2,4.84,0.4759,0.02,0.5041,3,0,3.0,0,0
466,69,521,0,2,1,5,4,4.88,0.6751,0.2156,0.1093,3,0,4.29,0,1
154,8,888,0,1,3,6,2,4.67,0.0974,0.0962,0.8064,3,1,5.0,1,0
170,194,401,0,4,1,5,2,4.58,0.2875,0.4974,0.2151,3,0,3.4,0,0
272,152,654,0,2,1,6,4,4.86,0.4779,0.3843,0.1378,2,0,4.33,1,0
918,170,950,0,4,2,9,3,4.96,0.6075,0.1631,0.2294,3,0,3.47,0,0
110,54,848,1,7,2,3,4,4.63,0.5331,0.3065,0.1604,1,0,4.91,1,1
151,144,1298,0,1,1,2,3,4.51,0.523,0.2847,0.1923,3,0,4.34,0,1
431,132,935,0,3,2,4,1,4.52,0.3402,0.0958,0.564,2,0,4.96,1,1
451,59,1396,1,9,3,6,3,4.84,0.5832,0.2499,0.1669,2,0,3.25,1,0
643,94,431,1,8,1,6,1,4.84,0.3451,0.2551,0.3998,1,0,4.92,0,0
780,46,539,0,4,2,6,1,4.74,0.4067,0.1139,0.4794,3,1,5.0,1,1
23,94,1372,1,12,1,10,2,4.91,0.0821,0.876,0.0419,1,0,4.92,0,0
367,99,71,0,1,3,2,3,4.62,0.7551,0.2152,0.0297,3,0,3.64,0,0
651,13,256,1,11,3,3,2,4.56,0.074,0.1988,0.7272,3,1,5.0,0,1
820,37,1127,1,5,2,3,4,4.7,0.4537,0.3094,0.2369,1,1,5.0,1,1
239,182,147,0,4,3,2,2,4.93,0.0883,0.5461,0.3656,3,0,4.46,1,0
434,177,902,0,2,1,9,1,4.5,0.3057,0.008,0.6863,3,0,3.25,1,1
953,75,670,1,14,1,6,1,4.52,0.7656,0.1218,0.1126,2,0,4.24,1,0
704,58,140,1,15,3,7,2,4.95,0.9158,0.0338,0.0504,2,0,4.33,1,1
127,19,655,1,14,2,10,1,4.76,0.7867,0.1546,0.0587,3,1,5.0,0,1
942,146,621,0,3,2,5,4,4.71,0.0995,0.1538,0.7467,3,0,3.56,1,0
541,188,871,0,1,1,4,2,4.93,0.4134,0.041,0.5456,2,0,4.73,1,0
633,145,64,0,2,1,1,1,4.67,0.5965,0.1298,0.2737,3,0,3.66,1,0
198,139,1295,0,1,2,1,4,4.72,0.621,0.1217,0.2573,3,0,4.38,0,1
686,143,868,0,1,2,4,2,4.51,0.4899,0.2749,0.2352,2,0,3.6,0,0
656,200,835,1,6,3,10,2,4.77,0.5755,0.1324,0.2921,3,0,4.4,0,0
482,108,513,0,2,2,10,2,4.51,0.2089,0.7216,0.0695,1,0,3.91,0,0
179,145,1031,1,9,1,7,4,4.92,0.2342,0.4629,0.3029,3,0,3.66,1,0
869,90,1417,0,1,2,7,4,4.51,0.0002,0.937,0.0628,1,0,3.9,0,1
523,120,1025,0,2,1,2,4,4.78,0.5053,0.0461,0.4486,1,0,4.61,1,1
651,5,1285,0,3,3,3,2,4.56,0.074,0.1988,0.7272,3,1,5.0,1,0
959,189,47,0,1,3,4,4,4.65,0.5317,0.2269,0.2414,3,0,4.21,0,1
437,132,868,0,2,1,3,1,4.89,0.1898,0.772,0.0382,2,0,4.96,1,1
765,56,778,0,1,3,3,1,4.64,0.2405,0.7538,0.0057,3,0,4.43,1,0
857,104,1026,0,4,3,10,1,4.82,0.3393,0.5523,0.1084,2,0,3.09,0,1
314,48,535,0,3,3,1,1,4.78,0.4324,0.1612,0.4064,1,1,5.0,0,1
19,48,359,1,7,3,3,1,4.54,0.2564,0.7175,0.0261,1,1,5.0,0,1
160,163,815,0,3,3,10,3,4.6,0.1604,0.6924,0.1472,1,0,3.37,0,1
818,109,596,1,9,1,6,4,4.63,0.732,0.176,0.092,1,0,4.71,0,1
122,161,204,0,1,1,1,1,5.0,0.1917,0.6897,0.1186,1,0,4.64,1,0
72,100,971,0,3,1,3,2,4.57,0.1435,0.7035,0.153,1,0,4.53,0,1
55,21,227,0,1,2,6,4,4.59,0.538,0.4113,0.0507,3,1,5.0,0,0
460,102,948,1,8,2,3,3,4.61,0.3499,0.2153,0.4348,3,0,3.77,1,1
169,5,817,0,2,3,7,1,4.81,0.3078,0.0473,0.6449,3,1,5.0,1,0
611,192,151,0,3,2,7,2,4.87,0.6855,0.1614,0.1531,2,0,4.18,1,1
582,197,1271,1,14,3,7,1,4.7,0.0092,0.4463,0.5445,2,0,3.63,1,0
149,149,17,1,15,2,7,1,4.93,0.1886,0.3311,0.4803,3,0,3.55,1,0
629,89,304,0,3,3,4,2,4.97,0.2173,0.7711,0.011600000000000001,2,0,3.16,0,1
26,74,1221,0,4,1,8,1,4.56,0.4569,0.5162,0.0269,2,0,3.24,0,0
248,122,1365,0,2,3,1,1,4.63,0.1473,0.5656,0.28709999999999997,2,0,3.11,1,0
897,160,781,1,6,2,2,1,4.75,0.3475,0.2651,0.3874,1,0,3.93,0,1
721,146,1085,0,3,3,4,2,4.97,0.4285,0.3947,0.1768,3,0,3.56,1,0
227,58,267,0,4,1,6,2,4.8,0.485,0.2789,0.2361,2,0,4.33,1,1
923,98,1121,0,3,2,6,4,4.73,0.4371,0.1605,0.4024,2,0,3.55,0,1
946,79,1307,1,12,2,9,3,4.7,0.3331,0.6608,0.0061,2,0,4.73,0,1
626,152,1271,0,2,1,1,3,4.75,0.3278,0.3744,0.2978,2,0,4.33,1,0
706,5,35,0,4,3,6,3,4.68,0.097,0.3413,0.5617,3,1,5.0,1,0
484,127,786,0,4,3,1,3,4.59,0.4107,0.2456,0.3437,3,0,4.84,0,0
833,181,68,0,1,2,8,4,4.65,0.1263,0.2944,0.5793,2,0,3.08,0,0
10,96,189,1,11,3,9,1,4.55,0.4331,0.5384,0.0285,3,0,4.39,1,1
95,183,41,0,4,3,8,1,4.73,0.3286,0.0689,0.6025,2,0,4.06,0,1
121,133,608,1,9,2,7,4,4.7,0.2301,0.4828,0.2871,2,0,4.55,1,0
126,197,683,0,3,3,3,4,4.64,0.1691,0.8205,0.0104,2,0,3.63,1,0
549,122,945,0,1,3,7,3,4.79,0.057,0.8596,0.0834,2,0,3.11,1,0
69,169,907,0,4,1,9,2,4.93,0.8892,0.0088,0.102,3,0,4.04,1,0
297,98,1091,0,4,3,8,4,4.73,0.0629,0.1674,0.7697,2,0,3.55,0,1
686,135,947,0,4,2,4,2,4.51,0.4899,0.2749,0.2352,1,0,4.56,1,1
501,90,1332,0,2,3,1,3,4.78,0.519,0.4625,0.0185,1,0,3.9,0,1
973,129,1143,1,13,3,7,2,4.56,0.3573,0.4978,0.1449,2,0,4.21,1,0
45,52,853,0,3,3,2,3,4.74,0.0375,0.1211,0.8414,3,0,4.2,1,1
635,98,1210,1,8,3,3,1,4.82,0.5046,0.0127,0.4827,2,0,3.55,0,1
382,26,974,0,1,3,7,3,4.91,0.2564,0.0955,0.6481,3,1,5.0,1,0
984,121,1094,0,3,2,7,2,4.61,0.4779,0.3108,0.2113,1,0,3.68,1,1
27,191,1011,0,1,2,7,4,4.57,0.1737,0.0482,0.7781,2,0,3.23,0,0
705,12,757,1,5,1,10,1,4.79,0.058,0.6394,0.3026,2,1,5.0,0,0
497,70,1007,1,14,1,2,4,4.95,0.3621,0.4383,0.1996,2,0,4.53,1,1
852,84,1308,1,9,1,5,2,4.62,0.4814,0.0122,0.5064,3,0,3.59,0,0
136,19,548,0,1,1,4,4,4.56,0.8176,0.1784,0.004,3,1,5.0,0,1
707,132,1372,1,5,3,9,3,4.92,0.0226,0.5552,0.4222,2,0,4.96,1,1
49,96,915,0,1,3,1,1,4.86,0.2553,0.0286,0.7161,3,0,4.39,1,1
608,5,1219,1,6,3,5,3,4.99,0.0503,0.3708,0.5789,3,1,5.0,1,0
507,121,484,1,6,1,4,2,4.5,0.0943,0.8847,0.021,1,0,3.68,1,1
121,128,588,1,15,2,7,4,4.7,0.2301,0.4828,0.2871,3,0,4.82,1,1
761,54,1304,1,6,3,9,2,4.84,0.2124,0.3249,0.4627,1,0,4.91,1,1
985,198,1372,0,2,2,3,2,4.77,0.2841,0.1404,0.5755,2,0,4.24,0,1
217,185,1122,1,12,3,6,4,4.67,0.6659,0.2952,0.0389,3,0,3.22,0,1
626,180,282,1,10,1,1,3,4.75,0.3278,0.3744,0.2978,1,0,3.91,1,1
526,18,630,1,7,3,10,1,4.58,0.0874,0.0208,0.8918,2,1,5.0,0,0
574,64,419,0,2,2,5,4,4.72,0.4915,0.2759,0.2326,2,0,4.07,1,1
43,138,223,0,3,2,5,2,4.9,0.4627,0.5354,0.0019,1,0,3.42,0,1
923,23,1276,0,3,2,6,4,4.73,0.4371,0.1605,0.4024,3,1,5.0,0,0
752,120,80,1,5,2,4,1,4.59,0.3739,0.4467,0.1794,1,0,4.61,1,1
96,115,826,1,6,1,6,2,4.92,0.0253,0.4335,0.5412,2,0,3.72,0,1
27,82,682,1,5,2,7,4,4.57,0.1737,0.0482,0.7781,2,0,4.63,1,0
836,196,413,0,4,2,6,1,4.81,0.0442,0.7349,0.2209,3,0,3.39,1,0
895,180,1417,0,4,1,1,3,4.96,0.0164,0.5278,0.4558,1,0,3.91,1,1
242,96,334,0,1,2,1,2,4.51,0.3337,0.211,0.4553,3,0,4.39,1,1
487,175,889,0,2,3,5,3,5.0,0.1335,0.5912,0.2753,3,0,3.64,0,1
971,198,1352,0,2,1,3,1,4.81,0.1668,0.0009,0.8323,2,0,4.24,0,1
240,26,1026,1,15,2,2,1,4.79,0.6988,0.0277,0.2735,3,1,5.0,1,0
304,198,1227,1,9,3,8,4,4.82,0.2839,0.5305,0.1856,2,0,4.24,0,1
67,99,258,1,14,2,10,2,4.69,0.4619,0.3205,0.2176,3,0,3.64,0,0
281,171,763,1,10,3,3,2,4.92,0.0102,0.8389,0.1509,2,0,3.25,0,0
192,197,1391,0,2,2,9,3,4.7,0.1638,0.3337,0.5025,2,0,3.63,1,0
119,191,1170,0,1,1,4,4,4.94,0.0649,0.9113,0.0238,2,0,3.23,0,0
152,66,837,0,2,2,5,4,4.7,0.7483,0.0372,0.2145,3,0,3.43,1,1
777,104,1402,0,3,3,7,4,4.98,0.7428,0.0385,0.2187,2,0,3.09,0,1
392,191,455,0,3,2,8,1,4.85,0.1445,0.4827,0.3728,2,0,3.23,0,0
231,141,1431,0,2,1,9,1,4.65,0.2365,0.3351,0.4284,3,0,3.58,0,0
351,179,19,1,11,2,9,4,4.67,0.3691,0.1338,0.4971,2,0,3.99,1,1
761,5,954,1,13,3,9,2,4.84,0.2124,0.3249,0.4627,3,1,5.0,1,0
571,175,979,0,3,1,6,4,4.97,0.0945,0.0363,0.8692,3,0,3.64,0,1
529,164,433,0,3,2,8,3,4.65,0.7675,0.0256,0.2069,2,0,4.64,0,0
171,164,252,1,9,3,8,4,4.69,0.2268,0.1292,0.644,2,0,4.64,0,0
863,178,796,1,12,3,6,1,4.94,0.0497,0.7656,0.1847,3,0,4.83,0,1
964,184,907,0,2,2,2,2,4.99,0.5324,0.119,0.3486,2,0,3.4,0,0
132,19,649,1,12,2,4,4,4.63,0.3267,0.0909,0.5824,3,1,5.0,0,1
357,20,910,0,3,2,4,3,4.81,0.3882,0.3002,0.3116,1,1,5.0,1,0
648,150,738,0,3,2,4,1,4.7,0.1282,0.4842,0.3876,1,0,4.46,0,1
42,31,221,0,4,1,1,2,4.55,0.1251,0.2775,0.5974,1,1,5.0,1,0
305,105,113,0,3,1,10,3,4.88,0.4239,0.2282,0.3479,2,0,3.58,1,1
6,190,1173,1,13,3,6,2,4.97,0.1547,0.2771,0.5682,2,0,4.46,0,0
329,44,560,0,4,1,7,1,4.77,0.4132,0.217,0.3698,1,1,5.0,1,0
170,196,1082,0,3,1,5,2,4.58,0.2875,0.4974,0.2151,3,0,3.39,1,0
968,195,197,1,13,3,7,4,4.56,0.7291,0.0,0.2709,1,0,4.76,1,1
800,101,1042,1,15,2,5,3,4.59,0.0124,0.4998,0.4878,2,0,4.6,0,0
911,89,780,0,3,1,3,2,4.73,0.6623,0.309,0.0287,2,0,3.16,0,1
338,49,215,0,2,1,9,3,4.91,0.6005,0.394,0.0055,2,1,5.0,1,1
727,59,636,0,1,2,5,2,4.6,0.5224,0.317,0.1606,2,0,3.25,1,0
69,132,1040,1,14,1,9,2,4.93,0.8892,0.0088,0.102,2,0,4.96,1,1
882,117,677,0,2,3,7,3,4.69,0.6758,0.0323,0.2919,3,0,4.17,0,1
539,167,660,0,4,2,1,2,4.91,0.0609,0.1664,0.7727,3,0,3.56,1,0
737,135,1423,1,9,2,1,1,4.71,0.083,0.5803,0.3367,1,0,4.56,1,1
834,199,233,1,11,1,6,1,4.74,0.1405,0.4715,0.388,1,0,4.28,0,1
507,177,25,0,3,1,4,2,4.5,0.0943,0.8847,0.021,3,0,3.25,1,1
746,89,1425,0,4,2,6,4,4.68,0.2699,0.6686,0.0615,2,0,3.16,0,1
486,15,1389,1,10,3,1,2,4.82,0.5377,0.2353,0.227,2,1,5.0,1,0
443,7,938,1,15,2,9,2,4.92,0.0709,0.5499,0.3792,2,1,5.0,0,0
924,175,1319,1,13,3,8,1,4.93,0.7397,0.0515,0.20879999999999999,3,0,3.64,0,1
920,116,1019,1,9,2,3,2,4.59,0.6305,0.3512,0.0183,3,0,4.06,0,1
51,196,71,0,1,1,3,3,4.79,0.8473,0.0971,0.055600000000000004,3,0,3.39,1,0
